tarih;duygu;veri;;;
11.03.2020;1;"Korona var tatil edin ya ??""";;;
11.03.2020;0;"Allah belanı versin korona başka hiçbir şey söylemicem""";;;
11.03.2020;0;"Evet arkadaşlar koronadan kurtulmak için duamız: korona orona burana korum ha.. 99 kere tekrar edin uyumadan.. Allah kabul etsin ????????????""";;;
11.03.2020;1;"misafirlere sadece hoşgeldiniz diyip artık odama kaçıyorum sonuçta korona var sarılıp öpmeye ne gerek var""";;;
11.03.2020;1;"Umarım Sevgili Korona başkanlık veya cumhurbaşkanı tercihini o kadar ülke icinde Türkiyeden yana kullanır. Bizim icin sorun yok. https://t.co/2qJf3lWUzm""";;;
11.03.2020;0;"İlk korona şehidi sen olursun umarım. Bu herife hiçbir şekilde katlanamıyorum. Video paylaşması yasaklanmalı bu tek hücreli  canlının. https://t.co/axLpVnJfmm""";;;
11.03.2020;0;"İspanya ve Fransa'da virüsten ölenlerin sayısı artıyor Yeni tip korona virüs salgınının hızla yayıldığı İspanya'da, ölü sayısı 7 kişi daha artarak 54'e çıkarken, Fransa'da ise ölü sayısı 48'e yükseldi. https://t.co/m9ooRqpCPn""";;;
11.03.2020;0;"\""Çin'de karantina yüzünden bir aydan uzun süre evde baş başa 'hapis' kalan çiftlerden rekor düzeyde boşanma başvurusu\"" Korona aşkı da öldürüyormuş ??""";;;
11.03.2020;0;"Hande Fırat ve Aslı Aydıntaşbaş’ın korona-makarna tweetlerinden sonra ben https://t.co/8FwykyRxEW""";;;
11.03.2020;1;"Korona olsan bile öperim seni ??""";;;
11.03.2020;0;"#Kolonya dükkanlarında #korona virüsü yoğunluğu https://t.co/gCfgF9dDKi""";;;
11.03.2020;0;"Herkes ölmek istiyordu birden korona geldi herkes hayatına hayran olmuş amk""";;;
11.03.2020;0;"Suriyede yemende mayammarda filistinde ölen masum canlar bir korona virüsükadar konuşulmadı dünyada batsın böyle adaletsiz dünya https://t.co/Y0F6uGDsMI""";;;
11.03.2020;0;"Darbe oluyor makarna alıyoruz, kriz oluyor makarna alıyoruz, Rusya Ukrayna'ya giriyor biz makarna alıyoruz, korona virüsü geliyor yine makarna alıyoruz, ne yapacaz dünya yıkılır iken fettucini mi yapacaz nedir olayı?""";;;
11.03.2020;0;"arkadas o degilde korona  da iceri giriverdi.Maclara stada nasil gidecez onu düşünüyorum,bizdekide sans bu sene sampiyon olacagiz dedik ,memleketi bi kıran sardı @Trabzonspor @baskanzorluoglu baskanim stadida dezenfektemi etseniz???""";;;
11.03.2020;0;"İtalyada korona virüsün en çok görüldüğü insanlar eşçinsel ibneler ve hayat kadınları.""";;;
11.03.2020;0;"Ey Sörloth, sana gelecek kötülük korona virüsüne gelsin, sayende insanlar huzura ersin. Huzurumuzu felç etti korona""";;;
11.03.2020;0;"Her an ekonomi bakanımızdan “korona olanlardan vergi alınacaktır“ diye bir açıklama gelebilir dikkatli olun""";;;
11.03.2020;0;"#Klopp korona riskini almıyor??  https://t.co/PfMdxHkHYS""";;;
11.03.2020;0;"Bu korona virüsünü fazla abarttık sanki... Tamam tedbir al falan da marketlere hücum etmek, boşaltmak nedir? Şu videoya da bir ara bi göz at??????  https://t.co/FqW8IU2lJt""";;;
11.03.2020;1;"Sosyal Faaliyetler Başkanımız Dr. Ömer Dedebali ve Sağlık birim Başkanımız Dr. Yunus Çelik tarafından Korona Virüsü ile ilgili bilgilendirme ve alınacak önlemler konulu seminer düzenlenmiştir. https://t.co/klyIsswBln""";;;
11.03.2020;0;"Nasıl bir milletiz ama herşeyi tiye alıyoruz ???? korona bu ülkeye geldiğine pişman olacak galiba. Yinede Rabbim tüm sevdiklerimizi korusun inşallah ?? https://t.co/KYdLfouSxA""";;;
11.03.2020;0;"Corona sayesinde haksız kazanç yapanlar aldığınız paralar kursağınızda kalsın..   #kolonya  #CoronaVirusu  #COVID19  #Korona""";;;
11.03.2020;0;"korona korkusundan avmleri yağmalamışlar aq sdfkjsd siz gerçekten eğitilmezsiniz ya""";;;
11.03.2020;0;"Deprem ondanmış, korona bundanmış, sel şundanmış. Irkçılıktan ne farkı var bu söylemlerin? İnanç diye bu nefret suçlarını sineye mi çekeceğiz habire?""";;;
11.03.2020;1;"Korona olursanız onu o kadar sevin o kadar çok sevin ki sizi terketsin""";;;
11.03.2020;0;"Survivor'da ki arkadaşların 2 şeyden haberi yok.  1. Ersin Korkut un köpeğinin vefatı. 2. Korona virüsü""";;;
11.03.2020;0;"Bakalım ilk korona dayağını kim yiyecek #coronaturkiye""";;;
11.03.2020;0;"Kankam  korona oldu sandım dgdjsjsjduvwtbsgnsg zv zgnstjq https://t.co/Lt0YlmO0HF""";;;
11.03.2020;0;"Bırakın koronavirüsü, normal bir grip bile kırıp geçiriyordu koğuştaki herkesi.  Cezaevlerine Korona Tedbiri""";;;
11.03.2020;0;"COVID-19, yani Korona virüsünün ülkelere göre yayılma hızını gösteren çalışma. Tarih bilgisi sağ alt köşeden takip edebilirsiniz?? ??İtalyanın listeye giriş tarihine ve yayılma hızına dikkat! ??Yayılma hızının önüne
 https://t.co/HIsZNF1qN3""";;;
11.03.2020;0;"Kimin yanından geçsem korona virüsünden bahsediyor ya""";;;
11.03.2020;1;"5 vakd nemaz kılın korona morona kalmaz""";;;
11.03.2020;0;"Savaş olmayınca gündem çekilmiyor. Kolonya, korona başka bir mevzu yok. Sürü halinde saldıran SİHA haberleri, vurulan hss ler, patlayan obüsler, seri atılan çnra ların muhteşem senfonisi... Bize savaş lazım, bu gece lazım.""";;;
11.03.2020;0;"mimarlık zaten korona bize etki etmez sor ona mimarlık okuyan adama proje zaten kor ona""";;;
11.03.2020;0;"Korona nın suçu ne https://t.co/8isu47sTiZ""";;;
11.03.2020;1;"Herkes korona virüsünden dolayı eve makarna falan stokluyor maksur abimde 2 kasa bira mı alsak eve ne olur ne olmaz diyor""";;;
11.03.2020;0;"Korona artık salgın değil küresel salgın yani pandemi. Resmi olarak açıkladılar. İnsanı ürkütüyor pandemi kelimesi en son H1N1 de pandemi iln edilmişti https://t.co/YitsCXPjAz""";;;
11.03.2020;0;"Korona Bile geldi Bi sen gelmedin :(""";;;
11.03.2020;0;"Yeter amk iki kelimeden biri korona skm koronayı""";;;
11.03.2020;0;"Türkiye'ye bile korona geldi  Sen bana gelmedin bee""";;;
11.03.2020;0;"Korona gelirsen eğer bana, korum orana burana! #coronaturkiye""";;;
11.03.2020;0;"Bu korku ikliminden nemalanan bu şarlatan tücarlar inanın korona virüsten daha mikroplar... https://t.co/SWosgOZUv5""";;;
11.03.2020;0;"Keşke korona seçicilik yapıp cahile vursa""";;;
11.03.2020;0;"Allah çarpsın korona nedir bilmiyorum""";;;
11.03.2020;0;"Sorsan kimsede para yok ama iş stok yapmaya gelince çıktı yastık altındakiler??  Eyyyy korona sen nelere kaadirmissin??""";;;
11.03.2020;0;"Korona virüsü için eğitimli ev dostu köpeklerimiz satışa hazırdır O? #Corona #CoronaVirusu #koronawirus #CoronaVirusUpdate #COVID2019 #koronavirus https://t.co/JQUCIIcdGJ""";;;
11.03.2020;0;"Korona virüsü yapay bir krizdir, ülkeler resesyona girmemesi için böyle bir yapay kriz üretildi. Kapitalist düzen devam etmesi adına bu yapay kriz çıkarıldı.""";;;
11.03.2020;0;"25. İzmir Kitap Fuarı korona virüsü nedeniyle ertelendi https://t.co/M1mNGxQUd0""";;;
11.03.2020;1;"Eğer propaganda değilse, Çin korona için çözüm bulmuş gibi. İrandan da aynı bildiler geliyor. Haydi #CoronaVirusu güle güle. #koronavirus https://t.co/JeYSYnzq1i""";;;
11.03.2020;0;"Öpmiyim canım korona var""";;;
11.03.2020;1;"Eminim AdaletBakanlığı simdi icerde ve Tem lerde bizim gibi temiz tutuklulardan çooook memnunlardır .Doğal korona kovucular ... Her an abdest namaz.. Temizlenen koğuşlar... Hortumla yıkanan nezaretler (onu da ben yaptım ????)                        Cezaevlerine korona tedbiri""";;;
11.03.2020;0;"Korona orana burana korum ha! Bunu söyleyince virüs bulasmiyormus arkadaşlar bilginize.""";;;
11.03.2020;0;"Fed Asyadan gelecek dolarların virüs taşıması endişesiyle ülkeye girmesine engel olacakmış.  1-2 yıldır kağıt paranın basiminin durdurulup tüm paraların dijital yapılması için tartışmalar vardı.  Korona virüsü bu konuya da bir el attıracak gibi.""";;;
11.03.2020;0;"#TarafsızBölge hocam korona virüs hastalarina düşük miktar radyasyon verilse sonuç alınır mı.""";;;
11.03.2020;0;"Bu virüs cinler vasıtasıylâ bulaşıyormuş. 99 defa korona orana burana k....um ha dersen yatmadan evvel korona musallat olmuyormuş canlarım. Severim sizleri paylâşayım dedim..""";;;
11.03.2020;1;"korona olsan bile öperim seni""";;;
11.03.2020;0;"ne, ne demek korona kronik bronşiti ve astımı olan kişilerde daha yaygın???""";;;
11.03.2020;1;"Ben var ya korona virüsü kapsan da sana sımsıkı sarılırdım""";;;
11.03.2020;0;"İran uyruklu çocuk korona şüphesiyle karantinaya alındı!#Sakarya #Corona""";;;
11.03.2020;0;"ibn-i sina ve mehmet öz gelsin tıp öğrensin aq... korona'yı iki kelimesiyle durdurur... https://t.co/Z0fRRlgBDi""";;;
11.03.2020;0;"Hiçbir ülkede korona böyle tepki görmedi ne zaman ki türkiye ye geldi insanlar eli götü gaybeddi""";;;
11.03.2020;1;"rektör korona virüsü ilgili mail atmış. özet olarak limon kolonyası sürün demiş????""";;;
11.03.2020;0;"Cezaevlerine KoronaTedbiri suçlular için alınsın  Masumlar serbest bırakılsın.  Yıllardır yok yere yatıyorlar. Masumlara suçsuzlara korona tedbiri de zulümdür!""";;;
11.03.2020;0;"Valla arkadaslar takip ettigim kadariyla yarin yokmuscasina alisveris yapiyomussunuz. Evimde pirinc yok, seyahatten dondugumde pirinc almak ister ve yasmin pirincin de bittigini gorursem cok sinirlenirim. İns hepiniz korona olursunuz.""";;;
11.03.2020;0;"İstanbul'dan bir dahaki gelişimde sizlere korona virüsü getireceğim sevgili karacabeyliler""";;;
11.03.2020;0;"Virüs kaptım korona, Yaşarmıyım sor ona, Gurbette bir yarim var, Ölürsem kor ona...""";;;
11.03.2020;0;"korona wirus tek iyi yanı belki duş alır sınıf arkadaşlarım artık ya da doğal seçilip ölürler  bb  her türlü wins""";;;
11.03.2020;1;"Kadının fendi korona'yı yendi https://t.co/0NW09HP0MA""";;;
11.03.2020;0;"yks’ye 100 gün korona virüsü  stres moral bozukluğu  gelecek kaygısı https://t.co/vKGHWh4QTc""";;;
11.03.2020;0;"hindistanda bir korona virüsü hintli kaparak ölmüş doğru mu bu""";;;
11.03.2020;0;"korona cinler vasıtasıyla geliyormuş insanlara o yüzden yatmadan önce 99 kere korona orana burana korum ha diyin bu da size son kıyağım hadi""";;;
11.03.2020;0;"‘Korona’ fırsatçılarına soruşturma https://t.co/xvE9yyx77W""";;;
11.03.2020;1;"Korona'dan korkmuyorum. Sebepsiz. Depremlerden de. Olursa ölürüz olmazsa devam. Benim korkuyla, şüpheyle, huzursuzlukla geçecek 2 dakikalık zamanım kalmadı oyna  devam...""";;;
11.03.2020;0;"Korona biyolojik silahtır = dünyanın en büyük safsatası.""";;;
11.03.2020;1;"Akışımda 2 konu var.  1- korona virüs 2- trabzonspor""";;;
11.03.2020;1;"arkadasimin kardeşi efe (9) abla korona virüsünü gostersene ya diyor suan""";;;
11.03.2020;0;"Ingiltere‘de Korona yokmu? Adamlar stadi doldurmus.""";;;
11.03.2020;0;"Korona virüsü sonrası insanlar zombi olursa şaşırmam""";;;
11.03.2020;0;"Korona yüzünden iddaa oynayamaz hale geldik. Oynanacak maç kalmadı""";;;
11.03.2020;0;"kırmızı suratlı çinlileri gazi kent ormanına salmışlar tüm gün kütüphaneye gitmeyip ormanda ders çalışırım hava güzel dedim sonunda korona baraja kadar geldi.. bilinçli olarak mı yollandılar bu mahalleye böyle bir kafile? gazi mahallesinin istanbul turizmi ile alakası nedir? https://t.co/bB0YbPDtBk""";;;
11.03.2020;1;"Şimdi bizimkiler korona virüsü sayesinde temizlik alışkanlığı elde edinecekler en çokta buna seviniyorum. #kolonya""";;;
11.03.2020;1;"oy korona korona karadeniz kor a*ına""";;;
11.03.2020;0;"Korona bile geldi sen hala gelmedin kolonyam""";;;
11.03.2020;0;"Okulda(ist üni), sabunluğa biri su karıştırdı herhlde ondan böyle dedm. Hademe geldi sabun dökecek, neydüğü belirsiz bir markanın “el yıkama sıvısı” yazan bir bidondan döktü.El yıkama sıvısı bakın sabun değil. instada anca korona araştırma el yıkama talimatı fln paylaşsın okullar""";;;
11.03.2020;0;"Korona virüsüne kesin çözüm  Kolonya Ateş İkilisi ???? https://t.co/XxSe0olPj9""";;;
11.03.2020;0;"ben bu siteyi günlük gibi kullanıcam artık karantinada gün1 az sayıda kişinin kabul edildiği bir eğitim programına kabul emaili geldi ama nisan ayında. korona kariyerime taş koyma...""";;;
11.03.2020;0;"okullar tatil olmamış mecbur korona olcaz .s""";;;
11.03.2020;0;"Virüs kaptım korona. Yaşarmıyım sor ona. Gurbette bir yarim var. Ben ölürsem kor ona.""";;;
11.03.2020;0;"Korona Virüsü neden ortaya çıktı? Türkiye'yi nasıl etkileyecek? Astrolojik Analiz https://t.co/SZIM1gV7rO @YouTube aracılığıyla #corona #korona""";;;
11.03.2020;0;"Korona herkesi mastürbasyon'a sekse teşvik ediyor, sokak başları pezeveglerle dolu lann""";;;
11.03.2020;0;"Acil - Egzama karşıtı kolonya da yapar mısınız rica etsem? Ya dokudan dolayı virüs çabuk bulaşacak, ya da korkup kaçacak. Gerçi korona olma ihtimalimiz de böyle. ??#eyupsabrituncer #kolonya""";;;
11.03.2020;1;"Coronaya karşılık 3 bardak duble rakı ve Müzeyyen Senar ile önlemimi almış bulunuyorum. Eyyy korona sen kimsin yav #Corona""";;;
11.03.2020;0;"Korona daha fazla yayılır mi acaba ona göre yks çalışacam #Corona""";;;
11.03.2020;1;"Başgan tatilde Başgan kayakta  Başgan horonda  Başgan dansta  ????????????  Türkiyeye Korona gelmiş  Komrumuzdami ?? Teyyyy teyyy  #YekVücütTekYÜREK #mgros #Corona https://t.co/NfF3rM7K3h""";;;
11.03.2020;0;"Korona Karantina.. Üstü örtülen Tayyib ve Tahir kavramları.. Ayetlerin anlaşılması konusunda  çok önemli bir yeri olan, Kur'an'da sesleniş çeşitleri..  https://t.co/aSIKUDnBlm""";;;
11.03.2020;0;"Korona sebebiyle boşalmış uçaklar #coronavirus https://t.co/pLdhc8ClEy""";;;
11.03.2020;1;"Konu korona virüsü konuşmacılardan biri ismail saymaz  Ahaahah bu adam beni bitirdi""";;;
11.03.2020;0;"Hakaret etmek için söylediğimiz ''Evladım olsa eldivenle severim.'' sözü artık sevgi cümlesi mi oldu şimdi? Korona'ya saygı duymayı öğreneceksiniz. ??????""";;;
11.03.2020;0;"Allahım.. Korktuklarımızdan emin, umduklarımıza nail eyle .. Amin Huzurlu geceler ?? #coronaturkiye #Korona""";;;
11.03.2020;0;"Bugün doktor arkadaş ile konuştum. “Korona teşhisi konan hastalara ilaç tedavisi uygulanmıyor. Karantina’ya alıyoruz yükselen ateş’i düşürmeye çalışıyoruz. Sonrası bağışıklık sistemine kalmış. Ya mücadele ya ölüm” dedi. ??""";;;
11.03.2020;1;"#CoronaVirusUpdate  #Covid_19  #Korona  #coronavirus   Ciddiye alıp temizliğe başladım https://t.co/aY8rpgjel6""";;;
11.03.2020;0;"Makarna ile korona arasında hala bir bağ kuramadım ??""";;;
11.03.2020;0;"Bunlar neyapıyor korona virüsünden korunmaya çalışıyor  herhalde asitli tuzlu banyo https://t.co/TgDB0RoaR5""";;;
11.03.2020;1;"Korona mizahi geldi, holley!""";;;
11.03.2020;0;"Bizim bakkalımız var. Malum korona paradan bulaşıyormuş. Babam diyorki 5 liradan ölürsem anasını sikeyim böyle işin""";;;
11.03.2020;0;"Reis selamlaşırken korona diyor ?? https://t.co/4sLhGcoJSt""";;;
11.03.2020;0;"Korona virüsü değil, panik insanları öldürecek, ne oluyor yaa sakin olun biraz. Bunu da atlatacağız ama panik havası ile değil, sağlık bakanlığının ve hekimlerin tavsiyesiyle olacak bu... #coronaturkiye""";;;
11.03.2020;1;"En çok bensizlik korona ehehehe #CoronaVirusu""";;;
11.03.2020;0;"kokoreç yediğiniz için korona var geri zekalılar yarasa çorbasına laf edenlere bak ya""";;;
11.03.2020;0;"Bugün 4 tane markete gittim hepsinde makarna ve bakliyat ürünleri talan edilmişti korona virüsü değil şişmanlık öldürecek hepimizi gagssh""";;;
11.03.2020;0;"Ülkeye korona geldi sen hala gelmedin""";;;
11.03.2020;1;"Sanat sanat içindir korona korona içindir https://t.co/gnzmI5i690""";;;
11.03.2020;0;"Wuhan'dan çıktı yola  Tahran'da Verdi mola  Yayıldı Sağa Sola  Yaktın bizi korona  #CoronaVirusu #coronaturkiye""";;;
11.03.2020;1;"Evvet beklenen ürün gelmiştir. #kolonya #CoronaVirusu #koronawirus #mgros #Corona #CoronaVirusUpdate #coranavirusitalia #Korona #coronavirus https://t.co/Z9szQBiur6""";;;
11.03.2020;1;"ya korona morona yok öyle bir şey sizi kandırıyorlar""";;;
11.03.2020;0;"Cezaevlerine Korona Tedbiri... https://t.co/quczq4C6kN""";;;
11.03.2020;1;"Korona halayı... ???? https://t.co/9Frr1rfHsW""";;;
11.03.2020;0;"Sen çok yanlış yere geldin korona orana burana koruz haaa??????""";;;
11.03.2020;0;"\""Babamı korona öldürdü\"" diyen Ahmet Özal mem'leri hala dolaşımda değil. Şaşırtıcı.""";;;
11.03.2020;0;"Sağlık Bakanı Koca: \""Korona virüsle ilgili risk ciddidir\"" https://t.co/GD0o5liEoC""";;;
11.03.2020;1;"Korona bile olsan sarılırdım sana""";;;
11.03.2020;0;"şuna koronavirüs demeyin iğrenç yapışık bi kelime sinirimi bozdu korona virüsü ya da tek başına korona derseniz sevinirim obsesifim""";;;
11.03.2020;0;"Bende korona var ama yinede sen bilirsin ??""";;;
11.03.2020;0;"iş arkadaşımın komşusu hamburgdaki ilk korona vakasıymış ????""";;;
11.03.2020;0;"Kemal Okuyan yazdı: Korona virüsü çok tehlikeli
 \""Ellerimizi yıkayalım, tamam ama korku imparatorluğuna teslim olmayalım, şu kapitalizm denen, tüm kötülüklerin kaynağı olan bu düzenden bir an önce kurtulmak için örgütlenelim\"" https://t.co/r1VXhUReR0 https://t.co/0XEcQqVCjK""";;;
11.03.2020;0;"Haftalık banyo süresinin 6 buçuk dakika olduğu  Cezaevinde Korona Tedbiri...almak mümkün mü?""";;;
11.03.2020;0;"arkadaslar meraba diyanette gorevli memur arkym soledi bu korona virusu cinler vasitasiyla insanlara musallat oluomus yatarken 99kez korona orana burana korum ha dediiniz zaman musallat olmuomus (asiri gerekli info verelim dedik nacizane????????????)""";;;
11.03.2020;0;"İtalya’daki sıradan korona mağduru insanın sağduyulu uyarıları, okuyalım ?? özellikle @TCSaglikBknligi siz okuyun. https://t.co/Wppf45b4qa""";;;
11.03.2020;0;"Korona bak bana bulaşma. Beni hiç tanımıyorsun. Pişman olursun. ??""";;;
11.03.2020;0;"#bimde #korona #kolonya #makarna   Fırsatçılar için inceleme başlatıldı.   Ceza çözüm değil asıl mesele Ahlaksızlık.   ¦?MASAK, temel ihtiyaç maddeleri ve bazı tıbbi ekipmanlarla ilgili olarak haksız fiyat artışı ve stokçuluk yapan firmalar hakkında inceleme başlattı.""";;;
11.03.2020;0;"Sayın  @gergerliogluof:    \""Cezaevlerindeki insanlara korona virüsü bulaştığı zaman önünü alamayacağımız bir felaket yaşanır\""  Cezaevlerine KoronaTedbiri @ctekurumsal @MAHPUSHAKLARI  https://t.co/jJ6gEZKW2s""";;;
11.03.2020;1;"ece üner’in korona hakkındaki yorumu nedir?""";;;
11.03.2020;1;"Oy korona korona haydi kalkın horona kemençe düşünün hızlı ??""";;;
11.03.2020;0;"Korona değil KORKU öldürecek sizi..??""";;;
11.03.2020;0;"#Korona #CoronaVirusu “Yha abi inthr etmk istyrm” diyenler şimdilerde marketlerin raflarını boşaltır olmuş ... korkusu bu olsa gerek.""";;;
11.03.2020;0;"ADANA DEMİR SPOR İÇİN KORONA NE DEMEK BİZ OLMUŞUZ ZATEN VÜRÜS...?????>?#koronavürüsüdeneymiş??""";;;
